date,hc_sector_return
2023-05-17,
2023-05-18,-0.0009322999024335643
2023-05-19,0.005294940717655627
2023-05-22,-0.003050574793145866
2023-05-23,-0.01627935024176319
2023-05-24,-0.0044271597374252345
2023-05-25,-0.0066147781971458205
2023-05-26,-0.0006197820306885649
2023-05-30,-0.005463331909770985
2023-05-31,0.007103213955295462
2023-06-01,0.0007837592755949973
2023-06-02,0.01253090855075074
2023-06-05,0.0034505848707273913
2023-06-06,-0.010094805273085362
2023-06-07,-0.00556865029246908
2023-06-08,0.00706227095466404
2023-06-09,0.0029675951313452797
2023-06-12,-0.0012709147377019114
2023-06-13,0.00443037098970096
2023-06-14,-0.00044350142677243023
2023-06-15,0.015122682284660838
2023-06-16,0.0023261686508046497
2023-06-20,0.0006868332262297105
2023-06-21,-0.0009752397054733853
2023-06-22,0.011225874422532112
2023-06-23,-0.003976739071020219
2023-06-26,-0.006601828767424056
2023-06-27,-0.0009215554131988379
2023-06-28,-0.003800618306186454
2023-06-29,0.0060681648919959415
2023-06-30,0.011072096933700305
2023-07-03,-0.007763578234399516
2023-07-05,0.00022056961820211552
2023-07-06,-0.007546709597470424
2023-07-07,-0.013446614343156582
2023-07-10,0.008368678748383507
2023-07-11,-0.0042553298544343865
2023-07-12,-4.484447622130627e-05
2023-07-13,2.891571562292361e-05
2023-07-14,0.017145090651578633
2023-07-17,-0.005011925594867494
2023-07-18,0.008264954449959071
2023-07-19,0.0018553512413183038
2023-07-20,0.020901065026846043
2023-07-21,0.007615092664476619
2023-07-24,-0.005029970482881119
2023-07-25,-0.00031956879702244034
2023-07-26,-0.0003099891819448697
2023-07-27,-0.0012300574519500506
2023-07-28,0.0027692663426844176
2023-07-31,-0.009574317526864162
2023-08-01,-0.003972241004834565
2023-08-02,-0.004685769239598969
2023-08-03,-0.003073106992475183
2023-08-04,0.0017932049260918847
2023-08-07,0.013099409654944794
2023-08-08,0.012618351931332572
2023-08-09,-0.00039287760659512116
2023-08-10,-0.0009657921232492539
2023-08-11,0.005818230631718391
2023-08-14,0.004137141491921193
2023-08-15,0.0010868419760666104
2023-08-16,-0.005925310226746472
2023-08-17,-0.005381315973933975
2023-08-18,-0.0034944053649538565
2023-08-21,-0.001639598051162572
2023-08-22,-0.0054650467800803956
2023-08-23,0.0058095123208979915
2023-08-24,-0.007273274237941663
2023-08-25,0.009248333974678535
2023-08-28,0.0053128810600427175
2023-08-29,0.010145438335219715
2023-08-30,0.0013880467030581544
2023-08-31,-0.010036645634754005
2023-09-01,0.00014241413241489198
2023-09-05,-0.009433188914834478
2023-09-06,-0.0046068503158350205
2023-09-07,0.005879160694923435
2023-09-08,0.0031157264352159597
2023-09-11,0.006784737362745053
2023-09-12,-0.0018656022732891242
2023-09-13,-0.0006237149967578848
2023-09-14,0.004887413033317578
2023-09-15,-0.009355736790175572
2023-09-18,0.0009854594211928913
2023-09-19,-0.0004860248717491689
2023-09-20,0.0029427897532362745
2023-09-21,-0.008620973930506603
2023-09-22,-0.0009838938229623673
2023-09-25,0.003464160490267476
2023-09-26,-0.006955841226814086
2023-09-27,-0.0060216015686934245
2023-09-28,0.00832573166350642
2023-09-29,-0.010413159515566383
2023-10-02,-0.0022219129229552716
2023-10-03,-0.010530565955548698
2023-10-04,0.005021439479621947
2023-10-05,0.00500726286505605
2023-10-06,0.011663822992100559
2023-10-09,0.004282833668496832
2023-10-10,0.004306536867171873
2023-10-11,-0.008714102974172943
2023-10-12,-0.012011122315588863
2023-10-13,0.007868370224032617
2023-10-16,0.006171986731984625
2023-10-17,-0.001680928048725394
2023-10-18,-0.004109845271852352
2023-10-19,-0.009577906303563088
2023-10-20,-0.002488470309730595
2023-10-23,-0.005175268148556888
2023-10-24,0.0068263155329654325
2023-10-25,-0.01393047137011436
2023-10-26,-0.005297517214364078
2023-10-27,-0.018207014765910533
2023-10-30,0.007258428891401903
2023-10-31,0.0043758335705912366
2023-11-01,0.006386331793901712
2023-11-02,0.016188392852719315
2023-11-03,-0.0002138446131020433
2023-11-06,0.006681516253117914
2023-11-07,0.0008326006292214249
2023-11-08,0.0021930253605086268
2023-11-09,-0.02088919285266012
2023-11-10,0.005544266217950777
2023-11-13,0.011061771561284673
2023-11-14,0.008373916875571107
2023-11-15,0.0003618675403212923
2023-11-16,0.009493960197785301
2023-11-17,-0.004075270756877769
2023-11-20,0.006984116791438811
2023-11-21,0.00498544411803038
2023-11-22,0.004277905347942168
2023-11-24,0.005290946356955195
2023-11-27,-0.004743874950204441
2023-11-28,-0.00594118470534335
2023-11-29,0.004839147356043771
2023-11-30,0.012234946097527311
2023-12-01,0.005712859676089743
2023-12-04,-0.0004732479188827465
2023-12-05,-0.0007292812534197446
2023-12-06,0.00010781040908778295
2023-12-07,-0.0010047163118049097
2023-12-08,0.0003129252661288384
2023-12-11,0.00487692415926656
2023-12-12,0.006334007364092409
2023-12-13,0.01766787898648543
2023-12-14,-0.007398909509324802
2023-12-15,-0.006637725763015534
2023-12-18,0.0027115734690878247
2023-12-19,0.006754365832533226
2023-12-20,-0.015877448820686833
2023-12-21,0.011244172026959532
2023-12-22,0.006974010929558838
2023-12-26,0.0008730179321101538
2023-12-27,0.004942577065809095
2023-12-28,0.003293441139140596
2023-12-29,0.002688956547612553
2024-01-02,0.0168289325961668
2024-01-03,0.0020845832746441252
2024-01-04,0.007587378813129186
2024-01-05,-0.0015175502895955594
2024-01-08,0.009370609407387287
2024-01-09,0.0028779454103730175
2024-01-10,0.014433356115855712
2024-01-11,-0.0010514127982628406
2024-01-12,0.0009362535409475515
2024-01-16,-0.005004764711820675
2024-01-17,0.0002762156529666715
2024-01-18,0.004045016219976838
2024-01-19,0.0034721076137264164
2024-01-22,0.0041183227931410275
2024-01-23,-0.0018093925028286328
2024-01-24,-0.010820731056142962
2024-01-25,0.0027477822202746417
2024-01-26,0.006161011753325385
2024-01-29,0.006361156627664855
2024-01-30,0.00213410267100802
2024-01-31,-0.0013696289805616546
2024-02-01,0.018503137932214097
2024-02-02,-0.0020193745247739535
2024-02-05,0.004545603001252474
2024-02-06,0.00840973284279466
2024-02-07,-0.0013050506909114135
2024-02-08,-0.003080653553799606
2024-02-09,-0.0016157004638270521
2024-02-12,-0.0017489674835691083
2024-02-13,-0.0048416038205206235
2024-02-14,0.00718938331460065
2024-02-15,0.0057351694016920755
2024-02-16,0.00223660524499677
2024-02-20,-0.0013010124079835706
2024-02-21,0.0015177852431868199
2024-02-22,0.0137714203448716
2024-02-23,0.004991030375070427
2024-02-26,-0.0034820567852480557
2024-02-27,-0.005297702720091968
2024-02-28,-0.0026747256213025873
2024-02-29,-0.007700604640593756
2024-03-01,0.012897400180730035
2024-03-04,-0.0020977216991706293
2024-03-05,-0.009064441726234485
2024-03-06,0.004276215355321545
2024-03-07,0.003760569010580661
2024-03-08,-0.003413945286154907
2024-03-11,-0.005411815706928091
2024-03-12,0.009790684769499236
2024-03-13,-0.007042696408398686
2024-03-14,-0.003035701492389109
2024-03-15,-0.0038991350208390394
2024-03-18,-0.002249348431438214
2024-03-19,0.005237429303117746
2024-03-20,-0.0026265637410866293
2024-03-21,0.002381245253315278
2024-03-22,-0.000572161948270955
2024-03-25,-0.0008534943767807057
2024-03-26,0.005786252123687441
2024-03-27,0.014460644614108209
2024-03-28,0.0009066701725263026
2024-04-01,-0.009076494243432931
2024-04-02,-0.01417354839034427
2024-04-03,-0.0017272594205417825
2024-04-04,-0.016176020554388815
2024-04-05,0.010545635342855275
2024-04-08,-0.0037747877774008897
2024-04-09,0.003979679451329865
2024-04-10,-0.00932941797658019
2024-04-11,-0.0014809531436196122
2024-04-12,-0.01228633680561334
2024-04-15,-0.0036472410837289915
2024-04-16,0.0032692853680549526
2024-04-17,-0.002115006735090641
2024-04-18,-0.0002195261114166791
2024-04-19,0.005011978311119503
2024-04-22,0.004650250130340849
2024-04-23,0.011665902910537351
2024-04-24,0.0015768839872668417
2024-04-25,-0.0005428973371057411
2024-04-26,-0.0015409250374531559
2024-04-29,0.0015292464617378322
2024-04-30,-0.0019728213387448347
2024-05-01,0.00661590934533327
2024-05-02,-0.0019475490167274677
2024-05-03,0.012076857963875576
2024-05-06,-0.0001596529232400834
2024-05-07,0.008295671356828415
2024-05-08,-0.0034680198291873964
2024-05-09,0.006941693953679861
2024-05-10,0.001355136673395152
2024-05-13,-0.003511373006692786
2024-05-14,0.0037890818888663413
2024-05-15,0.017485235809951472
2024-05-16,-0.001854978569319421
2024-05-17,0.001197566672074757
2024-05-20,-0.0015026492382390843
2024-05-21,0.002721147792156031
2024-05-22,-0.0012393569802181647
2024-05-23,-0.007925604629926818
2024-05-24,-0.002953578688181191
2024-05-28,-0.013602146939659698
2024-05-29,-0.008071369269258544
2024-05-30,0.0033208123963776814
2024-05-31,0.011844514536035888
2024-06-03,0.005921977590265026
2024-06-04,0.005043137462583547
2024-06-05,0.004172968918393094
2024-06-06,0.005224586465925529
2024-06-07,0.004691625976351444
2024-06-10,0.004391141932503717
2024-06-11,-0.005359854061896108
2024-06-12,-0.0022850167968907487
2024-06-13,-0.001696231688498251
2024-06-14,0.001427482695324278
2024-06-17,0.0004444976622197783
2024-06-18,0.003167479034810017
2024-06-20,0.005327335070053596
2024-06-21,0.0007135650792683745
2024-06-24,0.006560744848894118
2024-06-25,0.0010489047738618917
2024-06-26,-0.0043374289662958644
2024-06-27,-0.0026939248354718283
2024-06-28,0.0006506918450084664
2024-07-01,-0.004941594171703733
2024-07-02,-0.003864020504788279
2024-07-03,-0.008061860984461522
2024-07-05,0.009964494504425237
2024-07-08,-0.003552943501070216
2024-07-09,0.0045068508226917105
2024-07-10,0.01073315985130736
2024-07-11,0.005309513114868514
2024-07-12,0.006336307963875553
2024-07-15,-0.0022357511521526206
2024-07-16,0.008330485703647372
2024-07-17,0.007236771933033692
2024-07-18,-0.025395008540448884
2024-07-19,0.015524730567038413
2024-07-22,0.007768593725088657
2024-07-23,-0.0022556245642869287
2024-07-24,0.011112368179966237
2024-07-25,-0.005504751995289048
2024-07-26,0.005119029256619112
2024-07-29,-0.001363115185432384
2024-07-30,-0.007853653434576335
2024-07-31,-0.00041017638481964934
2024-08-01,0.01716151520030872
2024-08-02,0.0011806787925515705
2024-08-05,-0.026449546341760978
2024-08-06,0.006231431034726986
2024-08-07,-0.007569108004076386
2024-08-08,0.024635020936697328
2024-08-09,0.003251191370827966
2024-08-12,-0.0019126332289096325
2024-08-13,0.007794498162456187
2024-08-14,0.005855312857131878
2024-08-15,0.005936304914216639
2024-08-16,-0.00039183698233286046
2024-08-19,0.00715400449577881
2024-08-20,0.004246276141901329
2024-08-21,0.002848822102540982
2024-08-22,0.0010744404451805023
2024-08-23,0.003500790601927095
2024-08-26,-0.00165663787260919
2024-08-27,0.001931416008554765
2024-08-28,0.0013623281276889498
2024-08-29,0.0022954176697133287
2024-08-30,0.008658332683557224
2024-09-03,-0.0028509516151475345
2024-09-04,0.0003283111896088209
2024-09-05,-0.011720214212291979
2024-09-06,-0.002093969414462571
2024-09-09,0.00931354580172582
2024-09-10,0.005567684770582981
2024-09-11,-0.0036251441270658603
2024-09-12,0.0026041551310241216
2024-09-13,-0.0005731274546998732
2024-09-16,0.006567916987803924
2024-09-17,-0.008347007062292678
2024-09-18,-0.003156158209652815
2024-09-19,0.0038181569633311207
2024-09-20,-0.0017357556942793838
2024-09-23,-0.0017067358632371743
2024-09-24,-0.004025582705391995
2024-09-25,-0.010586398602691127
2024-09-26,0.002746559849070085
2024-09-27,-0.0012853042971072259
2024-09-30,0.008091555147769713
2024-10-01,-0.0024790723128816027
2024-10-02,4.4182773712708734e-05
2024-10-03,-0.009451954026865838
2024-10-04,0.0008341151203091867
2024-10-07,-0.0043145433735266026
2024-10-08,0.005439744180779615
2024-10-09,0.011706777032524207
2024-10-10,-0.0045097533539367185
2024-10-11,0.007700793094787994
2024-10-14,0.0038459688979447294
2024-10-15,-0.011502474768422843
2024-10-16,0.0002689021633472732
2024-10-17,-0.0023354114903000878
2024-10-18,0.014022201938161727
2024-10-21,-0.01080526542473328
2024-10-22,0.0002652659155230719
2024-10-23,-0.004796770879402013
2024-10-24,-0.009185694475579154
2024-10-25,-0.006250250364476006
2024-10-28,0.001662189780537504
2024-10-29,-0.0021860458189400635
2024-10-30,0.0017474753627659378
2024-10-31,-0.005587205045140375
2024-11-01,0.005284200852308041
2024-11-04,-0.006424968454073754
2024-11-05,0.006379387046886098
2024-11-06,0.0010297659867227304
2024-11-07,0.0038256569155629026
2024-11-08,0.011725445920760658
2024-11-11,-0.01495982410207819
2024-11-12,-0.01697715236045382
2024-11-13,-0.001946068987004479
2024-11-14,-0.01191173365683923
2024-11-15,-0.01823387191531608
2024-11-18,0.0013386194205658231
2024-11-19,0.0002233651302262607
2024-11-20,0.011951281562544547
2024-11-21,0.011033778780354653
2024-11-22,0.00011828228796425532
2024-11-25,0.0033358683420556035
2024-11-26,0.0044205782068747704
2024-11-27,0.005731972110799832
2024-11-29,0.0023571120738845376
2024-12-02,-0.004871756786559522
2024-12-03,0.0009703853723033951
2024-12-04,-0.0009452093295101216
2024-12-05,-0.00837739247507686
2024-12-06,-0.004512156409793344
2024-12-09,-0.00017972857124552987
2024-12-10,-0.002014337798537291
2024-12-11,-0.01063992209503306
2024-12-12,-0.006202650908611118
2024-12-13,0.000356402256012367
2024-12-16,-0.010233121681721968
2024-12-17,0.0019844389724011256
2024-12-18,-0.015432940110258243
2024-12-19,-0.001810828511368745
2024-12-20,0.00938205319831481
2024-12-23,0.0105539088916766
2024-12-24,0.00574536118103246
2024-12-26,0.0009614311454272384
2024-12-27,-0.005058437976050945
2024-12-30,-0.012266397775866977
2024-12-31,0.0019621076935441573
2025-01-02,0.0014555815199524314
2025-01-03,0.009779899083300236
2025-01-06,-0.0011734299357778256
2025-01-07,0.006027369700675278
2025-01-08,0.007383816998335036
2025-01-10,-0.0051427252961347095
2025-01-13,0.012521005757263993
2025-01-14,-0.0079993011974274
2025-01-15,0.006770639280360613
2025-01-16,0.005899062084164386
2025-01-17,-0.006648898922695401
2025-01-21,0.015460139957205687
2025-01-22,-0.0028692267521006733
2025-01-23,0.013732728343114398
2025-01-24,-0.0014105248493445298
2025-01-27,0.02177801627272342
2025-01-28,-0.006145648412314797
2025-01-29,-0.001054511198465391
2025-01-30,0.015788510691844993
2025-01-31,-0.0017084139678444576
2025-02-03,0.00796540591322914
2025-02-04,-0.007686102669520167
2025-02-05,0.013894197702553623
2025-02-06,-0.008581070698387904
2025-02-07,-0.003708780925113653
2025-02-10,0.0016864328080137825
2025-02-11,0.00031179767240026025
2025-02-12,-0.004383504939284855
2025-02-13,0.0019443487462206034
2025-02-14,-0.008643960054220445
2025-02-18,-0.0019111036695327987
2025-02-19,0.01346537929334608
2025-02-20,0.0071021822580740746
2025-02-21,-0.0040121967109763455
2025-02-24,0.006260160833074036
2025-02-25,0.0027361241825367257
2025-02-26,-0.006487249939433659
2025-02-27,-0.003110754713110364
2025-02-28,0.015695127961660216
2025-03-03,0.004281781310141819
2025-03-04,-0.009464310373657536
2025-03-05,0.010492783073904
2025-03-06,-0.00820757312661773
2025-03-07,-0.0015762817108382564
2025-03-10,-0.016441833110410163
2025-03-11,-0.00713627075973734
2025-03-12,-0.007701184808064365
2025-03-13,-0.00727278814740252
2025-03-14,0.006850456336274657
2025-03-17,0.009953444454109528
2025-03-18,0.00030762421153456286
