week,actual_return,predicted_return,article_count,positive_count,sentiment_ratio,avg_weekly_return
2025-04-14,-0.0099463832714177,-0.003438765,3,2,0.6666666666666666,-0.0099463832714178
2025-04-21,0.0219105829549831,-0.008398185,20,16,0.8,0.0219105829549831
2025-04-28,0.0057482808974074,-0.0072976104,67,55,0.8208955223880597,0.0057482808974075
2025-05-05,-0.043106799738372,0.0065569934,73,49,0.6712328767123288,-0.043106799738372
2025-05-12,-0.0071664176094447,0.0034644546,24,8,0.3333333333333333,-0.0071664176094448
